,name,production,distributor,artist,time,score,rank,name_artist,장르,런타임,성별,활동유형
16887,영웅 ,SM Entertainment,Dreamus,NCT 127,2020.04.05~2020.04.11,5702933,88,"NCT 127,영웅",가요 / 일렉트로니카,03:10,남성,그룹
16888,ROXANNE,Arizona Zervas,Sony Music,Arizona Zervas,2020.04.05~2020.04.11,5699998,89,"Arizona Zervas,ROXANNE",POP / 랩/힙합,02:44,남성,솔로
16889,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2020.04.05~2020.04.11,5678766,90,"거미,기억해줘요 내 모든 날과 그때를",OST / 드라마,03:49,여성,솔로
16890,미친 소리,뮤니콘,Dreamus,이예준,2020.04.05~2020.04.11,5510731,91,"이예준,미친 소리",가요 / 인디,03:31,여성,솔로
16891,있어줘요,리메즈,카카오 M,장덕철,2020.04.05~2020.04.11,5495112,92,"장덕철,있어줘요",가요 / 인디,03:36,남성,그룹
16892,"다시는 사랑하지 않고, 이별에 아파하기 싫어",스튜디오 오드리,카카오 M,백지영,2020.04.05~2020.04.11,5456634,93,"백지영,다시는 사랑하지 않고, 이별에 아파하기 싫어",가요 / 발라드,03:31,여성,솔로
16893,Obsession,SM Entertainment,Dreamus,EXO,2020.04.05~2020.04.11,5445631,94,"EXO,Obsession",가요 / 댄스,03:24,남성,그룹
16894,Louder than bombs,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.05~2020.04.11,5364636,95,"방탄소년단,Louder than bombs",가요 / 랩/힙합,03:37,남성,그룹
16895,욱 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.05~2020.04.11,5252509,96,"방탄소년단,욱 ",가요 / 랩/힙합,03:45,남성,그룹
16896,새 사랑,더하기미디어,카카오 M,송하예,2020.04.05~2020.04.11,5098248,97,"송하예,새 사랑",가요 / 발라드,03:38,여성,솔로
16897,그대라는 시,냠냠엔터테인먼트,카카오 M,태연 ,2020.04.05~2020.04.11,5078050,98,"태연 ,그대라는 시",OST / 드라마,03:30,여성,솔로
16898,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2020.04.05~2020.04.11,4909726,99,"다비치,너에게 못했던 내 마지막 말은",가요 / 발라드,04:28,여성,듀엣
16899,Chocolate,SM Entertainment,Dreamus,최강창민 ,2020.04.05~2020.04.11,4875812,100,"최강창민 ,Chocolate",가요 / 댄스,02:52,남성,솔로
16900,워커홀릭,쇼파르뮤직,카카오 M,볼빨간사춘기,2020.04.05~2020.04.11,4875593,101,"볼빨간사춘기,워커홀릭",가요 / 인디,03:11,여성,솔로
16901,너에게 가는 이 길 위에서 ,아낌없이주는엔터테인먼트,다날엔터테인먼트,백현 ,2020.04.05~2020.04.11,4841950,102,"백현 ,너에게 가는 이 길 위에서 ",OST / 드라마,03:59,남성,솔로
16902,Interlude _ Shadow,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.05~2020.04.11,4813802,103,"방탄소년단,Interlude _ Shadow",가요 / 랩/힙합,04:20,남성,그룹
16903,사랑의 인사,코어컨텐츠미디어,지니뮤직,씨야 ,2020.04.05~2020.04.11,4725326,104,"씨야 ,사랑의 인사",가요 / 발라드,04:35,여성,그룹
16904,Flower,Stone Music Entertainment,지니뮤직,윤미래,2020.04.05~2020.04.11,4687563,105,"윤미래,Flower",OST / 드라마,04:12,여성,솔로
16905,Outro _ Ego,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.05~2020.04.11,4668269,106,"방탄소년단,Outro _ Ego",가요 / 랩/힙합,03:16,남성,그룹
16906,Into the Unknown,Walt Disney Records,Universal Music,"Idina Menzel, AURORA",2020.04.05~2020.04.11,4665378,107,"Idina Menzel, AURORA,Into the Unknown",OST / 애니메이션/게임,03:15,여성,프로젝트
16907,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2020.04.05~2020.04.11,4534499,108,"장혜진, 윤민수,술이 문제야",가요 / 발라드,04:07,혼성,프로젝트
16908,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2020.04.05~2020.04.11,4522480,109,"아이유 ,밤편지",가요 / 발라드,04:13,여성,솔로
16909,헤어진 우리가 지켜야 할 것들,"네버랜드엔터테인먼트, 브랜뉴뮤직",카카오 M,"김나영, 양다일",2020.04.05~2020.04.11,4515552,110,"김나영, 양다일,헤어진 우리가 지켜야 할 것들",가요 / 발라드,03:31,남성,솔로
16910,Go away go away,냠냠엔터테인먼트,카카오 M,찬열 ,2020.04.05~2020.04.11,4496500,111,"찬열 ,Go away go away",OST / 드라마,03:50,혼성,프로젝트
16911,Respect,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.05~2020.04.11,4493778,112,"방탄소년단,Respect",가요 / 랩/힙합,03:58,남성,그룹
16912,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2020.04.05~2020.04.11,4353298,113,"창모, Hash Swan, ASH ISLAND, 김효은,BAND",가요 / 랩/힙합,04:06,남성,프로젝트
16913,보라빛 엽서,"TV CHOSUN, 쇼플레이",카카오 M,임영웅,2020.04.05~2020.04.11,4346873,114,"임영웅,보라빛 엽서",가요 / 트로트,04:30,남성,솔로
16914,우연히 봄,도너츠뮤직,카카오 M,로꼬 ,2020.04.05~2020.04.11,4339436,115,"로꼬 ,우연히 봄",OST / 드라마,03:21,혼성,프로젝트
16915,내가 많이 사랑해요,카카오페이지,카카오 M,이승철,2020.04.05~2020.04.11,4330320,116,"이승철,내가 많이 사랑해요",OST / 전체,03:44,남성,솔로
16916,내 마음의 사진,Stone Music Entertainment,지니뮤직,송가인,2020.04.05~2020.04.11,4254977,117,"송가인,내 마음의 사진",OST / 드라마,04:33,여성,솔로
16917,Know Me Too Well,"Virgin EMI Records, a division of Universal",Universal Music,"New Hope Club, Danna Paola",2020.04.05~2020.04.11,4207818,118,"New Hope Club, Danna Paola,Know Me Too Well",POP / 팝,03:20,혼성,프로젝트
16918,이별주,How엔터테인먼트,NHN벅스,황인욱,2020.04.05~2020.04.11,4192891,119,"황인욱,이별주",가요 / 발라드,03:25,남성,솔로
16919,12_45,Virgin EMI,Universal Music,Etham,2020.04.05~2020.04.11,4185114,120,"Etham,12_45",POP / 팝,02:59,남성,솔로
16920,꿈속에 너 ,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드 ,2020.04.05~2020.04.11,4147654,121,"에이치코드 ,꿈속에 너 ",가요 / 발라드,04:12,남성,그룹
16921,인기 ,밀리언마켓,Dreamus,MC몽,2020.04.05~2020.04.11,4144151,122,"MC몽,인기 ",가요 / 랩/힙합,04:02,남성,솔로
16922,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2020.04.05~2020.04.11,4066723,123,"케이시 ,그때가 좋았어",가요 / 발라드,03:55,여성,솔로
16923,뭔가 잘못됐어,안테나뮤직,카카오 M,권진아,2020.04.05~2020.04.11,3931688,124,"권진아,뭔가 잘못됐어",가요 / 발라드,04:04,여성,솔로
16924,봄 같던 그녀가 춥대 ,IWS,카카오 M,"MC몽, 김재환",2020.04.05~2020.04.11,3925581,125,"MC몽, 김재환,봄 같던 그녀가 춥대 ",OST / 드라마,04:19,남성,솔로
16925,불티 ,SM Entertainment,Dreamus,태연 ,2020.04.05~2020.04.11,3908230,126,"태연 ,불티 ",가요 / 댄스,03:38,여성,솔로
16926,Say,블렌딩,블렌딩,윤미래,2020.04.05~2020.04.11,3895965,127,"윤미래,Say",OST / 드라마,04:20,여성,솔로
16927,꽃 ,AOMG,카카오 M,코드 쿤스트 ,2020.04.05~2020.04.11,3893635,128,"코드 쿤스트 ,꽃 ",가요 / 랩/힙합,04:34,남성,솔로
16928,시간의 바깥,카카오 M,카카오 M,아이유 ,2020.04.05~2020.04.11,3888984,129,"아이유 ,시간의 바깥",가요 / 발라드,05:01,여성,솔로
16929,Feel Special,JYP Entertainment,Dreamus,TWICE,2020.04.05~2020.04.11,3857135,130,"TWICE,Feel Special",가요 / 댄스,03:27,여성,그룹
16930,Speechless ,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2020.04.05~2020.04.11,3832609,131,"Naomi Scott,Speechless ",OST / 해외영화,03:29,여성,솔로
16931,그대 고운 내사랑,"스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",어반 자카파 ,2020.04.05~2020.04.11,3778981,132,"어반 자카파 ,그대 고운 내사랑",OST / 드라마,03:51,혼성,그룹
16932,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2020.04.05~2020.04.11,3752274,133,"Imagine Dragons,Believer",POP / 락,03:24,남성,그룹
16933,이 번호로 전화해줘,메이저나인,지니뮤직,바이브 ,2020.04.05~2020.04.11,3664348,134,"바이브 ,이 번호로 전화해줘",가요 / 발라드,03:13,남성,그룹
16934,잘 지내고 있는지 궁금해,J-SOUL COMPANY,카카오 M,V.O.S,2020.04.05~2020.04.11,3656066,135,"V.O.S,잘 지내고 있는지 궁금해",가요 / 발라드,04:57,남성,그룹
16935,이 마음이 찾아오면,넥스타엔터테인먼트,카카오 M,케이시 ,2020.04.05~2020.04.11,3651504,136,"케이시 ,이 마음이 찾아오면",가요 / R&B/소울,03:56,여성,솔로
16936,Made In You,SM Entertainment,Dreamus,수호 ,2020.04.05~2020.04.11,3635458,137,"수호 ,Made In You",가요 / 락,03:30,남성,솔로
16937,진또배기,"TV CHOSUN, 쇼플레이",카카오 M,이찬원,2020.04.05~2020.04.11,3604734,138,"이찬원,진또배기",가요 / 트로트,02:28,남성,솔로
16938,니가 왜 거기서 나와 ,밀라그로,오감엔터테인먼트,영탁 ,2020.04.05~2020.04.11,3474555,139,"영탁 ,니가 왜 거기서 나와 ",가요 / 트로트,03:11,남성,솔로
16939,차가워진 이 바람엔 우리가 써있어,엔터테인먼트뉴오더,카카오 M,HYNN,2020.04.05~2020.04.11,3465760,140,"HYNN,차가워진 이 바람엔 우리가 써있어",가요 / 발라드,03:33,여성,솔로
16940,너의 차례 ,SM Entertainment,Dreamus,수호 ,2020.04.05~2020.04.11,3458463,141,"수호 ,너의 차례 ",가요 / 발라드,03:44,남성,솔로
16941,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2020.04.05~2020.04.11,3427125,142,"Ed Sheeran,Shape of You",POP / 팝,03:54,남성,솔로
16942,Youth,Universal Music,Universal Music,Troye Sivan,2020.04.05~2020.04.11,3383464,143,"Troye Sivan,Youth",POP / 팝,03:05,남성,솔로
16943,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2020.04.05~2020.04.11,3374942,144,"엠씨더맥스 ,사계 ",가요 / 발라드,04:17,남성,밴드
16944,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2020.04.05~2020.04.11,3351805,145,"엠씨더맥스 ,넘쳐흘러",가요 / 발라드,04:07,남성,밴드
16945,Blinding Lights,Republic Records,Universal Music,The Weeknd,2020.04.05~2020.04.11,3335349,146,"The Weeknd,Blinding Lights",POP / R&B/소울,03:22,남성,솔로
16946,달라달라,JYP Entertainment,Dreamus,ITZY ,2020.04.05~2020.04.11,3325587,147,"ITZY ,달라달라",가요 / 댄스,03:20,여성,그룹
16947,가을밤 떠난 너,넥스타엔터테인먼트,카카오 M,케이시 ,2020.04.05~2020.04.11,3317393,148,"케이시 ,가을밤 떠난 너",가요 / 발라드,04:14,여성,솔로
16948,자화상,SM Entertainment,Dreamus,수호 ,2020.04.05~2020.04.11,3218719,149,"수호 ,자화상",가요 / 락,03:50,남성,솔로
16949,Bad,Parlophone Denmark,Warner Music,Christopher,2020.04.05~2020.04.11,3198194,150,"Christopher,Bad",POP / 팝,03:12,남성,솔로
16950,사랑은 꽃잎처럼,아이엠에이치엔터테인먼트,"지니뮤직, Stone Music Entertainment",홍진영,2020.04.05~2020.04.11,3160913,151,"홍진영,사랑은 꽃잎처럼",가요 / 트로트,03:35,여성,솔로
16951,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2020.04.05~2020.04.11,3113175,152,"10cm,나의 어깨에 기대어요",OST / 드라마,03:31,남성,솔로
16952,LION,Stone Music Entertainment,지니뮤직,(여자)아이들,2020.04.05~2020.04.11,3102402,153,"(여자)아이들,LION",가요 / 전체,03:31,여성,그룹
16953,봄이 좋냐??,매직스트로베리사운드,포크라노스,10cm,2020.04.05~2020.04.11,3076575,154,"10cm,봄이 좋냐??",가요 / 전체,03:26,남성,솔로
16954,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2020.04.05~2020.04.11,3046568,155,"숀 ,Way Back Home",가요 / 일렉트로니카,03:34,남성,솔로
16955,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2020.04.05~2020.04.11,3043373,156,"볼빨간사춘기,여행",가요 / 인디,03:41,여성,솔로
16956,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2020.04.05~2020.04.11,3027231,157,"김나영,솔직하게 말해서 나",가요 / 발라드,03:21,여성,솔로
16957,FANCY,JYP Entertainment,Dreamus,TWICE,2020.04.05~2020.04.11,3011999,158,"TWICE,FANCY",가요 / 댄스,03:34,여성,그룹
16958,O₂,SM Entertainment,Dreamus,수호 ,2020.04.05~2020.04.11,2989863,159,"수호 ,O₂",가요 / 락,03:49,남성,솔로
16959,Say So,Kemosabe Records/RCA Records,Sony Music,Doja Cat,2020.04.05~2020.04.11,2988955,160,"Doja Cat,Say So",POP / R&B/소울,03:58,여성,솔로
16960,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2020.04.05~2020.04.11,2978014,161,"Ariana Grande,7 rings",POP / 팝,02:59,여성,솔로
16961,배신자,"TV CHOSUN, 쇼플레이",카카오 M,임영웅,2020.04.05~2020.04.11,2972442,162,"임영웅,배신자",가요 / 트로트,04:34,남성,솔로
16962,헤어져줘서 고마워,메이저나인,지니뮤직,벤 ,2020.04.05~2020.04.11,2962852,163,"벤 ,헤어져줘서 고마워",가요 / 발라드,04:14,여성,솔로
16963,잘 살고 있다,스튜디오 오드리,카카오 M,V.O.S,2020.04.05~2020.04.11,2937878,164,"V.O.S,잘 살고 있다",가요 / 발라드,03:24,남성,그룹
16964,헤어지자 ,RBW,카카오 M,휘인,2020.04.05~2020.04.11,2934450,165,"휘인,헤어지자 ",가요 / 발라드,04:13,여성,솔로
16965,Attention,Artist Partners,Warner Music,Charlie Puth,2020.04.05~2020.04.11,2919109,166,"Charlie Puth,Attention",POP / 팝,03:32,남성,솔로
16966,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2020.04.05~2020.04.11,2901700,167,"Alan Walker, Sabrina Carpenter, Farruko,On My Way",POP / 일렉트로니카,03:14,남성,프로젝트
16967,Physical ,Warner Records,Warner Music,"Dua Lipa, 화사",2020.04.05~2020.04.11,2898396,168,"Dua Lipa, 화사,Physical ",POP / 팝,03:14,여성,프로젝트
16968,Love Blossom ,스타쉽엔터테인먼트,카카오 M,케이윌 ,2020.04.05~2020.04.11,2881859,169,"케이윌 ,Love Blossom ",가요 / 발라드,03:36,남성,솔로
16969,영화 속에 나오는 주인공처럼,"팬엔터테인먼트, 모스트콘텐츠",NHN벅스,펀치 ,2020.04.05~2020.04.11,2881723,170,"펀치 ,영화 속에 나오는 주인공처럼",OST / 드라마,03:55,여성,솔로
16970,일편단심 민들레야,"TV CHOSUN, 쇼플레이",카카오 M,임영웅,2020.04.05~2020.04.11,2876262,171,"임영웅,일편단심 민들레야",가요 / 트로트,03:55,남성,솔로
16971,Yummy,RBMG/Def Jam,Universal Music,Justin Bieber,2020.04.05~2020.04.11,2871059,172,"Justin Bieber,Yummy",POP / 팝,03:30,남성,솔로
16972,Circles,Republic Records,Universal Music,Post Malone,2020.04.05~2020.04.11,2861337,173,"Post Malone,Circles",POP / 랩/힙합,03:35,남성,솔로
16973,Stack It Up ,Capitol,Universal Music,Liam Payne,2020.04.05~2020.04.11,2825926,174,"Liam Payne,Stack It Up ",POP / 팝,02:46,남성,솔로
16974,비,뉴런뮤직,카카오 M,폴킴,2020.04.05~2020.04.11,2811497,175,"폴킴,비",가요 / R&B/소울,03:58,남성,솔로
16975,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2020.04.05~2020.04.11,2809317,176,"멜로망스,선물",가요 / 인디,04:21,남성,듀엣
16976,삐삐,카카오 M,카카오 M,아이유 ,2020.04.05~2020.04.11,2807783,177,"아이유 ,삐삐",가요 / R&B/소울,03:15,여성,솔로
16977,당신과는 천천히,버스커버스커,카카오 M,장범준,2020.04.05~2020.04.11,2806750,178,"장범준,당신과는 천천히",가요 / 락,04:00,남성,솔로
16978,암막 커튼,SM Entertainment,Dreamus,수호 ,2020.04.05~2020.04.11,2768440,179,"수호 ,암막 커튼",가요 / 락,04:38,남성,솔로
16979,ICY,JYP Entertainment,Dreamus,ITZY ,2020.04.05~2020.04.11,2752931,180,"ITZY ,ICY",가요 / 댄스,03:11,여성,그룹
16980,One Call Away,Artist Partners,Warner Music,Charlie Puth,2020.04.05~2020.04.11,2751314,181,"Charlie Puth,One Call Away",가요 / 락,03:11,여성,그룹
16981,노을,Stone Music Entertainment,지니뮤직,다비치,2020.04.05~2020.04.11,2741246,182,"다비치,노을",OST / 드라마,03:37,여성,듀엣
16982,십이월 이십오일의 고백,안테나뮤직,카카오 M,정승환,2020.04.05~2020.04.11,2733062,183,"정승환,십이월 이십오일의 고백",가요 / 발라드,04:16,남성,솔로
16983,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2020.04.05~2020.04.11,2710246,184,"The Chainsmokers,Closer ",POP / 팝,04:06,남성,듀엣
16984,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2020.04.05~2020.04.11,2706319,185,"Marshmello, Anne-Marie,FRIENDS",POP / 팝,03:23,혼성,프로젝트
16985,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2020.04.05~2020.04.11,2701782,186,"Sia,Snowman",POP / 팝,02:46,여성,솔로
16986,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2020.04.05~2020.04.11,2674326,187,"엔플라잉 ,옥탑방",가요 / 락,03:31,남성,밴드
16987,너의 하루는 좀 어때,냠냠엔터테인먼트,카카오 M,거미,2020.04.05~2020.04.11,2657972,188,"거미,너의 하루는 좀 어때",OST / 드라마,03:32,여성,솔로
16988,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2020.04.05~2020.04.11,2653759,189,"청하,벌써 12시",가요 / 댄스,03:42,여성,솔로
16989,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2020.04.05~2020.04.11,2643375,190,"Ariana Grande,thank u, next",POP / 팝,03:27,여성,솔로
16990,Show Yourself,Walt Disney Records,Universal Music,"Idina Menzel, Evan Rachel Wood",2020.04.05~2020.04.11,2632387,191,"Idina Menzel, Evan Rachel Wood,Show Yourself",OST / 애니메이션/게임,04:21,여성,프로젝트
16991,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.05~2020.04.11,2620370,192,"방탄소년단,IDOL",가요 / 랩/힙합,03:43,남성,그룹
16992,허전해,뉴런뮤직,카카오 M,폴킴,2020.04.05~2020.04.11,2598242,193,"폴킴,허전해",가요 / R&B/소울,03:53,남성,솔로
16993,I Like Me Better,뮤직테이블,NHN벅스,Lauv,2020.04.05~2020.04.11,2585953,194,"Lauv,I Like Me Better",POP / 팝,03:18,남성,솔로
16994,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2020.04.05~2020.04.11,2566262,195,"박효신,Goodbye",가요 / 발라드,04:48,남성,솔로
16995,"always, i`ll care",Republic Records,Universal Music,Jeremy Zucker,2020.04.05~2020.04.11,2553778,196,"Jeremy Zucker,always, i`ll care",POP / 팝,02:26,남성,솔로
16996,unlucky,카카오 M,카카오 M,아이유 ,2020.04.05~2020.04.11,2517727,197,"아이유 ,unlucky",가요 / 발라드,03:51,여성,솔로
16997,파트너,"TV CHOSUN, 쇼플레이",카카오 M,"정동원, 장민호",2020.04.05~2020.04.11,2512965,198,"정동원, 장민호,파트너",가요 / 트로트,03:18,남성,프로젝트
16998,이별의 버스 정류장,MBC,인터파크,"유산슬, 송가인",2020.04.05~2020.04.11,2506774,199,"유산슬, 송가인,이별의 버스 정류장",가요 / 트로트,03:37,혼성,프로젝트
16999,EX,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Kiana Lede,2020.04.05~2020.04.11,2487579,200,"Kiana Lede,EX",POP / 팝,02:59,여성,솔로
17000,아로하,"스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",조정석,2020.04.12~2020.04.18,38780656,1,"조정석,아로하",OST / 드라마,04:05,남성,솔로
17001,처음처럼,325 이엔씨,카카오 M,엠씨더맥스 ,2020.04.12~2020.04.18,30532357,2,"엠씨더맥스 ,처음처럼",가요 / 발라드,03:52,남성,밴드
17002,시작,블렌딩,블렌딩,가호 ,2020.04.12~2020.04.18,30472705,3,"가호 ,시작",OST / 드라마,03:22,남성,솔로
17003,덤더럼,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2020.04.12~2020.04.18,29944369,4,"에이핑크 ,덤더럼",가요 / 댄스,03:28,여성,그룹
17004,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2020.04.12~2020.04.18,24786883,5,"장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야",OST / 드라마,02:49,남성,솔로
17005,아무노래,KOZ 엔터테인먼트,카카오 M,지코 ,2020.04.12~2020.04.18,23068065,6,"지코 ,아무노래",가요 / 랩/힙합,03:47,남성,솔로
17006,돌덩이,블렌딩,블렌딩,하현우,2020.04.12~2020.04.18,21163188,7,"하현우,돌덩이",OST / 드라마,03:29,남성,솔로
17007,그때 그 아인,블렌딩,블렌딩,김필,2020.04.12~2020.04.18,20697397,8,"김필,그때 그 아인",OST / 드라마,04:48,남성,솔로
17008,WANNABE,JYP Entertainment,Dreamus,ITZY ,2020.04.12~2020.04.18,18380322,9,"ITZY ,WANNABE",가요 / 댄스,03:11,여성,그룹
17009,METEOR,앰비션뮤직,"지니뮤직, Stone Music Entertainment",창모 ,2020.04.12~2020.04.18,18030389,10,"창모 ,METEOR",가요 / 랩/힙합,03:17,남성,솔로
17010,ON,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.12~2020.04.18,17175143,11,"방탄소년단,ON",가요 / 랩/힙합,04:06,남성,그룹
17011,좋은 사람 있으면 소개시켜줘,"스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",조이,2020.04.12~2020.04.18,16714883,12,"조이,좋은 사람 있으면 소개시켜줘",OST / 드라마,03:03,여성,솔로
17012,Blueming,카카오 M,카카오 M,아이유 ,2020.04.12~2020.04.18,16704665,13,"아이유 ,Blueming",가요 / 락,03:37,여성,솔로
17013,마음을 드려요,EDAM엔터테인먼트,카카오 M,아이유 ,2020.04.12~2020.04.18,16090369,14,"아이유 ,마음을 드려요",OST / 드라마,04:40,여성,솔로
17014,늦은 밤 너의 집 앞 골목길에서,씨제스엔터테인먼트,카카오 M,노을,2020.04.12~2020.04.18,14612654,15,"노을,늦은 밤 너의 집 앞 골목길에서",가요 / 발라드,03:36,남성,그룹
17015,Psycho,SM Entertainment,Dreamus,레드벨벳,2020.04.12~2020.04.18,13134428,16,"레드벨벳,Psycho",가요 / 댄스,03:31,여성,그룹
17016,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.12~2020.04.18,12974744,17,"방탄소년단,작은 것들을 위한 시 ",가요 / 랩/힙합,03:50,남성,그룹
17017,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",YG Entertainment,YG PLUS,악동뮤지션 ,2020.04.12~2020.04.18,12533889,18,"악동뮤지션 ,어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",가요 / 발라드,04:50,혼성,듀엣
17018,Oh my god,큐브엔터테인먼트,카카오 M,(여자)아이들,2020.04.12~2020.04.18,12461085,19,"(여자)아이들,Oh my god",가요 / 댄스,03:16,여성,그룹
17019,2002,Atlantic Records UK,Warner Music,Anne-Marie,2020.04.12~2020.04.18,12172635,20,"Anne-Marie,2002",POP / 팝,03:07,여성,솔로
17020,FIESTA,"Stone Music Entertainment, OFF THE RECORD Entertainment","지니뮤직, Stone Music Entertainment",IZ*ONE ,2020.04.12~2020.04.18,12169195,21,"IZ*ONE ,FIESTA",가요 / 댄스,03:38,여성,그룹
17021,반만,반만 엔터테인먼트,카카오 M,진민호,2020.04.12~2020.04.18,11654509,22,"진민호,반만",가요 / 발라드,04:04,남성,솔로
17022,이제 나만 믿어요,"TV CHOSUN, 쇼플레이",카카오 M,임영웅,2020.04.12~2020.04.18,11456401,23,"임영웅,이제 나만 믿어요",가요 / 트로트,04:03,남성,솔로
17023,Dance Monkey,Elektra,Warner Music,Tones And I,2020.04.12~2020.04.18,11415251,24,"Tones And I,Dance Monkey",POP / 락,03:29,여성,솔로
17024,HIP,RBW,카카오 M,마마무 ,2020.04.12~2020.04.18,10940804,25,"마마무 ,HIP",가요 / 댄스,03:15,여성,그룹
17025,오늘도 빛나는 너에게 ,MAKTUB Company,Warner Music,마크툽 ,2020.04.12~2020.04.18,10929458,26,"마크툽 ,오늘도 빛나는 너에게 ",가요 / 인디,04:26,남성,솔로
17026,어떻게 지내,로맨틱팩토리,카카오 M,오반 ,2020.04.12~2020.04.18,10743188,27,"오반 ,어떻게 지내",가요 / 인디,03:51,남성,솔로
17027,Love poem,카카오 M,카카오 M,아이유 ,2020.04.12~2020.04.18,10587941,28,"아이유 ,Love poem",가요 / 발라드,04:18,여성,솔로
17028,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2020.04.12~2020.04.18,10511783,29,"폴킴,모든 날, 모든 순간 ",OST / 드라마,03:31,남성,솔로
17029,Don`t Start Now,Warner Records,Warner Music,Dua Lipa,2020.04.12~2020.04.18,10097289,30,"Dua Lipa,Don`t Start Now",POP / 팝,03:03,여성,솔로
17030,"다시 난, 여기",Stone Music Entertainment,지니뮤직,백예린,2020.04.12~2020.04.18,9847925,31,"백예린,다시 난, 여기",OST / 드라마,03:55,여성,솔로
17031,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2020.04.12~2020.04.18,9733678,32,"폴킴,안녕",OST / 드라마,03:45,남성,솔로
17032,00_00,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.12~2020.04.18,9472529,33,"방탄소년단,00_00",가요 / 랩/힙합,04:10,남성,그룹
17033,"사랑, 하자",SM Entertainment,Dreamus,수호 ,2020.04.12~2020.04.18,9423305,34,"수호 ,사랑, 하자",가요 / 락,03:50,남성,솔로
17034,봄 같던 그녀가 춥대 ,IWS,카카오 M,"MC몽, 김재환",2020.04.12~2020.04.18,9338339,35,"MC몽, 김재환,봄 같던 그녀가 춥대 ",OST / 드라마,04:19,남성,솔로
17035,Square ,블루바이닐,Dreamus,백예린,2020.04.12~2020.04.18,9284958,36,"백예린,Square ",가요 / 전체,04:22,여성,솔로
17036,뜸,YG Entertainment,YG PLUS,WINNER,2020.04.12~2020.04.18,9253423,37,"WINNER,뜸",가요 / 랩/힙합,02:56,남성,그룹
17037,Black Swan,빅히트 엔터테인먼트,Dreamus,방탄소년단,2020.04.12~2020.04.18,9220387,38,"방탄소년단,Black Swan",가요 / 랩/힙합,03:18,남성,그룹
