주간,순위,song,name,lastweek_rank,지속기간,변경,조회수
20180803-20180809,86위,Attention,Charlie Puth,지난주 #90,10 weeks,9.6%,154K
20180803-20180809,87위,My Pace,스트레이 키즈,--,1 week,--,153K
20180803-20180809,88위,Simon Dominic(사이먼 도미닉),사이먼 도미닉,--,1 week,--,153K
20180803-20180809,89위,EVERYDAY,WINNER,지난주 #75,19 weeks,-11.8%,150K
20180803-20180809,90위,Truth or Dare,가인,--,1 week,--,149K
20180803-20180809,91위,I'm a Mess,Bebe Rexha(비비 렉사),지난주 #96,4 weeks,13.3%,148K
20180803-20180809,92위,Up & Down,EXID,--,21 weeks,--,146K
20180803-20180809,93위,Between Us (Japanese Ver.),라붐 (LABOUM),--,1 week,--,145K
20180803-20180809,94위,flex,"GIRIBOY(기리보이), Kid Milli, NO:EL, Swings(스윙스)",--,1 week,--,145K
20180803-20180809,95위,One Call Away,Charlie Puth,지난주 #83,13 weeks,-3.9%,144K
20180803-20180809,96위,Palette(팔레트) (feat. G-DRAGON),아이유(IU),--,28 weeks,--,141K
20180803-20180809,97위,Energetic(에너제틱),Wanna One(워너원),--,32 weeks,--,140K
20180803-20180809,98위,Lip & Hip,현아(HyunA),--,21 weeks,--,140K
20180803-20180809,99위,죽을 만큼 아파서 (Feat. 멜로우),MC 몽,지난주 #91,6 weeks,-1.2%,139K
20180803-20180809,100위,2002,Anne-Marie,지난주 #79,3 weeks,-15.7%,137K
20180727-20180802,1위,Dance The Night Away,TWICE(트와이스),지난주 #3,2 weeks,69.9%,4.91M
20180727-20180802,2위,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,지난주 #1,6 weeks,-25.2%,4.02M
20180727-20180802,3위,BAAM,모모랜드(MOMOLAND),지난주 #2,5 weeks,-18.3%,2.43M
20180727-20180802,4위,1도 없어(I'm so sick),에이핑크,지난주 #5,5 weeks,-24.5%,1.52M
20180727-20180802,5위,Travel(여행),볼빨간사춘기,지난주 #6,10 weeks,-19.4%,1.51M
20180727-20180802,6위,Egotistic(너나 해),마마무(MAMAMOO),지난주 #33,3 weeks,182%,1.25M
20180727-20180802,7위,FAKE LOVE,방탄소년단,지난주 #8,9 weeks,-13.6%,1.22M
20180727-20180802,8위,LOVE SCENARIO,iKON,지난주 #10,28 weeks,2.7%,1.16M
20180727-20180802,9위,Love U,청하,지난주 #15,3 weeks,5.5%,1.02M
20180727-20180802,10위,Sunny Summer(여름여름해),여자친구(GFRIEND),지난주 #9,2 weeks,-18.3%,994K
20180727-20180802,11위,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim),지난주 #14,19 weeks,0.2%,993K
20180727-20180802,12위,"셋 셀테니 (1, 2, 3!)",승리,지난주 #7,2 weeks,-35.5%,973K
20180727-20180802,13위,What is Love?,TWICE(트와이스),지난주 #17,17 weeks,0.7%,953K
20180727-20180802,14위,BBoom BBoom(뿜뿜),모모랜드(MOMOLAND),지난주 #18,30 weeks,0.6%,929K
20180727-20180802,15위,지나오다,닐로,지난주 #11,18 weeks,-17.2%,883K
20180727-20180802,16위,lie (미안해),양다일,지난주 #22,20 weeks,-1.1%,855K
20180727-20180802,17위,Tale(동화),멜로망스(MeloMance),지난주 #19,4 weeks,-6.7%,844K
20180727-20180802,18위,LATATA,(여자)아이들,지난주 #12,6 weeks,-20.8%,830K
20180727-20180802,19위,밤 (Time for the moon night),여자친구(GFRIEND),지난주 #21,14 weeks,-14.4%,744K
20180727-20180802,20위,너 없인 안 된다 (Only one for me),비투비,지난주 #16,5 weeks,-22.3%,736K
20180727-20180802,21위,RETRO FUTURE,트리플 H,지난주 #26,2 weeks,16.3%,683K
20180727-20180802,22위,Bingle Bangle(빙글뱅글),AOA,지난주 #20,10 weeks,-23.6%,664K
20180727-20180802,23위,WHERE R U FROM (feat.MINO),승리,지난주 #81,2 weeks,249.9%,623K
20180727-20180802,24위,Cereal (feat. 지코(ZICO)),크러쉬(Crush),--,1 week,--,608K
20180727-20180802,25위,Shine(빛나리),펜타곤(PENTAGON),지난주 #24,16 weeks,-17.3%,541K
20180727-20180802,26위,넋두리,Nilo,지난주 #27,18 weeks,-7.9%,527K
20180727-20180802,27위,DNA,방탄소년단,지난주 #28,45 weeks,-6.8%,527K
20180727-20180802,28위,Miss Fortune(불행) (feat. 빈첸(VINXEN)),오반,지난주 #29,7 weeks,-4.3%,525K
20180727-20180802,29위,Roller Coaster,청하,지난주 #37,29 weeks,15.6%,477K
20180727-20180802,30위,Oh My! (어쩌나 ),세븐틴(SEVENTEEN),지난주 #23,3 weeks,-29.9%,476K
20180727-20180802,31위,Bad Boy,Red Velvet,지난주 #30,28 weeks,-12.4%,466K
20180727-20180802,32위,My Way,이수,지난주 #32,36 weeks,-13.2%,432K
20180727-20180802,33위,Heart Shaker,TWICE(트와이스),지난주 #34,35 weeks,-0.1%,429K
20180727-20180802,34위,"Work Out (Jvcki Wai, 키드밀리, No_eL, 양홍원 & 스윙스(Swings))",Jvcki Wai,지난주 #35,5 weeks,0.8%,427K
20180727-20180802,35위,Likey,TWICE(트와이스),지난주 #41,40 weeks,-2.5%,380K
20180727-20180802,36위,가을 안부 (When Autumn Comes),먼데이 키즈(Monday Kiz),지난주 #36,33 weeks,-8.7%,379K
20180727-20180802,37위,그때 헤어지면 돼 (Only then),로이킴,지난주 #39,21 weeks,-7.4%,373K
20180727-20180802,38위,Starry Night(별이 빛나는 밤),마마무(MAMAMOO),지난주 #31,22 weeks,-29.6%,363K
20180727-20180802,39위,사랑했었다 (Still love you),이홍기,지난주 #40,10 weeks,-9.9%,358K
20180727-20180802,40위,그날처럼 (Good old days),장덕철,지난주 #47,30 weeks,1.3%,354K
20180727-20180802,41위,폰서트,10cm(십센치),지난주 #56,19 weeks,11.7%,342K
20180727-20180802,42위,Girls Like You (feat. Cardi B(카디 비)),Maroon 5(마룬 파이브),지난주 #58,9 weeks,17.8%,338K
20180727-20180802,43위,You,멜로망스(MeloMance),지난주 #42,20 weeks,-12.4%,335K
20180727-20180802,44위,붕붕 (feat. Sik-K(식케이)),김하온(HAON),지난주 #43,16 weeks,-10.5%,331K
20180727-20180802,45위,Havana (feat. 영 서그),Camila Cabello(카밀라 카베요),지난주 #49,40 weeks,-5.1%,324K
20180727-20180802,46위,SEE SEA(바다보러갈래),효린,지난주 #38,2 weeks,-21.9%,320K
20180727-20180802,47위,Believer,Imagine Dragons(이매진 드래곤스),지난주 #51,12 weeks,-4.4%,320K
20180727-20180802,48위,피카부 (Peek-A-Boo),Red Velvet,지난주 #46,33 weeks,-10%,318K
20180727-20180802,49위,HandClap,Fitz and The Tantrums,--,26 weeks,--,313K
20180727-20180802,50위,Anpanman,방탄소년단,지난주 #44,4 weeks,-13.3%,309K
20180727-20180802,51위,"No Brainer (feat. Justin Bieber(저스틴 비버), Chance The Rapper & 퀘이보)",DJ Khaled(디제이 칼리드),--,1 week,--,301K
20180727-20180802,52위,Lateness(지각),장덕철,지난주 #48,4 weeks,-12.6%,299K
20180727-20180802,53위,그 날 (The Day),박효신,지난주 #52,4 weeks,-10.4%,297K
20180727-20180802,54위,비 (Rain),폴킴(Paul Kim),지난주 #65,6 weeks,17.6%,291K
20180727-20180802,55위,소리,이수현,--,1 week,--,277K
20180727-20180802,56위,Thinking Of (feat. 오반 & Ji Su-min),숀,지난주 #53,3 weeks,-17.7%,272K
20180727-20180802,57위,켜줘 (Light),Wanna One(워너원),지난주 #55,9 weeks,-18.1%,261K
20180727-20180802,58위,Just Friends(욕심),멜로망스(MeloMance),지난주 #68,14 weeks,7.3%,254K
20180727-20180802,59위,안동역에서(New Ver.),Jin Sung,지난주 #61,3 weeks,-6.6%,246K
20180727-20180802,60위,"IndiGO (저스디스, 키드밀리 & No_eL)",저스디스,지난주 #78,6 weeks,25.3%,240K
20180727-20180802,61위,홍연,안예은,지난주 #63,8 weeks,-9%,230K
20180727-20180802,62위,호랑수월가 (feat. 나래),상록수,지난주 #66,14 weeks,-7.1%,226K
20180727-20180802,63위,Chandelier,Sia(시아),지난주 #71,12 weeks,-8.7%,208K
20180727-20180802,64위,Hello,허각,지난주 #69,6 weeks,-12.3%,207K
20180727-20180802,65위,#Cookie Jar,Red Velvet,지난주 #62,6 weeks,-20.2%,203K
20180727-20180802,66위,"열애중 Love, ing",벤,지난주 #70,8 weeks,-19.1%,191K
20180727-20180802,67위,Natural,Imagine Dragons(이매진 드래곤스),--,1 week,--,191K
20180727-20180802,68위,In My Feelings - 'KIKI! DO YOU LOVE ME!' [LOOP],Drake(드레이크),--,1 week,--,181K
20180727-20180802,69위,Jasmine,DPR LIVE,지난주 #97,3 weeks,17.9%,181K
20180727-20180802,70위,시그널 Signal,f(x),--,1 week,--,175K
20180727-20180802,71위,party (SHUT DOWN),Sik-K(식케이),지난주 #83,2 weeks,1.2%,175K
20180727-20180802,72위,"다시, 우리",길구봉구,지난주 #73,10 weeks,-17.6%,173K
20180727-20180802,73위,God is a woman,Ariana Grande(아리아나 그란데),지난주 #72,3 weeks,-24.3%,172K
20180727-20180802,74위,Faded,앨런 워커,지난주 #77,17 weeks,-12.6%,171K
20180727-20180802,75위,EVERYDAY,WINNER,지난주 #74,18 weeks,-14.9%,170K
20180727-20180802,76위,Stay (Zedd(제드) & Alessia Cara(알레시아 카라)),Zedd(제드),지난주 #82,8 weeks,-5.5%,165K
20180727-20180802,77위,Dance To This (feat. Ariana Grande(아리아나 그란데)),Troye Sivan(트로이 시반),지난주 #59,2 weeks,-40.5%,163K
20180727-20180802,78위,Way Back Home,숀,지난주 #76,3 weeks,-16.9%,162K
20180727-20180802,79위,2002,Anne-Marie,--,2 weeks,--,162K
20180727-20180802,80위,Down,제시(Jessi),지난주 #45,4 weeks,-56.1%,156K
20180727-20180802,81위,BOOMERANG (부메랑),Wanna One(워너원),지난주 #89,20 weeks,-7.1%,154K
20180727-20180802,82위,죽겠다(KILLING ME),iKON,--,1 week,--,151K
20180727-20180802,83위,One Call Away,Charlie Puth,지난주 #90,12 weeks,-9%,150K
20180727-20180802,84위,Only we know…(우리 둘만 아는),윤건,지난주 #94,12 weeks,-7.4%,149K
20180727-20180802,85위,Darkside (feat. Au/Ra & Tomine Harket),앨런 워커,--,1 week,--,146K
20180727-20180802,86위,Nocturnal,숀,--,1 week,--,145K
20180727-20180802,87위,바코드  (Bar Code) (김하온(HAON) & 빈첸(VINXEN)),김하온(HAON),지난주 #88,18 weeks,-13.1%,144K
20180727-20180802,88위,사랑은 봄비처럼...이별은 겨울비처럼...,임현정,--,5 weeks,--,142K
20180727-20180802,89위,캥거루 (Kangaroo),Wanna One(워너원),지난주 #79,9 weeks,-23.5%,141K
20180727-20180802,90위,Attention,Charlie Puth,--,9 weeks,--,141K
20180727-20180802,91위,죽을 만큼 아파서 (Feat. 멜로우),MC 몽,지난주 #96,5 weeks,-9%,140K
20180727-20180802,92위,"Days Without Tears (From ""Mr. Sunshine [Original Television Soundtrack], Pt. 3"")",김윤아,--,1 week,--,138K
20180727-20180802,93위,Side To Side (feat. Nicki Minaj(니키 미나즈)),Ariana Grande(아리아나 그란데),지난주 #98,7 weeks,-8.4%,136K
20180727-20180802,94위,네 멋대로 (Get It),PRISTIN(프리스틴),지난주 #95,10 weeks,-12.7%,136K
20180727-20180802,95위,no tears left to cry,Ariana Grande(아리아나 그란데),--,13 weeks,--,132K
20180727-20180802,96위,I'm a Mess,Bebe Rexha(비비 렉사),--,3 weeks,--,131K
20180727-20180802,97위,Ride on the wind,KARD,--,1 week,--,130K
20180727-20180802,98위,Martini Blue,DPR LIVE,--,1 week,--,129K
20180727-20180802,99위,Sorry Not Sorry,Demi Lovato(데미 로바토),--,1 week,--,129K
20180727-20180802,100위,한숨 (BREATHE),이하이,--,15 weeks,--,128K
20180720-20180726,1위,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,지난주 #2,5 weeks,-10.2%,5.37M
20180720-20180726,2위,BAAM,모모랜드(MOMOLAND),지난주 #3,4 weeks,-9.4%,2.97M
20180720-20180726,3위,Dance The Night Away,TWICE(트와이스),--,1 week,--,2.89M
20180720-20180726,4위,Dance The Night Away,TWICE(트와이스),지난주 #1,3 weeks,-58%,2.68M
20180720-20180726,5위,1도 없어(I'm so sick),에이핑크,지난주 #4,4 weeks,-19.3%,2.01M
20180720-20180726,6위,Travel(여행),볼빨간사춘기,지난주 #5,9 weeks,-7.7%,1.88M
20180720-20180726,7위,"셋 셀테니 (1, 2, 3!)",승리,--,1 week,--,1.51M
20180720-20180726,8위,FAKE LOVE,방탄소년단,지난주 #6,8 weeks,-11.9%,1.41M
20180720-20180726,9위,Sunny Summer(여름여름해),여자친구(GFRIEND),--,1 week,--,1.22M
20180720-20180726,10위,LOVE SCENARIO,iKON,지난주 #9,27 weeks,-2.5%,1.13M
20180720-20180726,11위,지나오다,닐로,지난주 #8,17 weeks,-12%,1.07M
20180720-20180726,12위,LATATA,(여자)아이들,지난주 #10,5 weeks,-6%,1.05M
20180720-20180726,13위,Egotistic(너나 해),마마무(MAMAMOO),--,1 week,--,1M
20180720-20180726,14위,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim),지난주 #17,18 weeks,12.3%,991K
20180720-20180726,15위,Love U,청하,지난주 #28,2 weeks,83.4%,967K
20180720-20180726,16위,너 없인 안 된다 (Only one for me),비투비,지난주 #13,4 weeks,-4.8%,947K
20180720-20180726,17위,What is Love?,TWICE(트와이스),지난주 #12,16 weeks,-8.1%,947K
20180720-20180726,18위,BBoom BBoom(뿜뿜),모모랜드(MOMOLAND),지난주 #16,29 weeks,2.9%,924K
20180720-20180726,19위,Tale(동화),멜로망스(MeloMance),지난주 #18,3 weeks,10.4%,904K
20180720-20180726,20위,Bingle Bangle(빙글뱅글),AOA,지난주 #11,9 weeks,-21.4%,869K
20180720-20180726,21위,밤 (Time for the moon night),여자친구(GFRIEND),지난주 #14,13 weeks,-11.4%,869K
20180720-20180726,22위,lie (미안해),양다일,지난주 #20,19 weeks,24.9%,865K
20180720-20180726,23위,Oh My! (어쩌나 ),세븐틴(SEVENTEEN),지난주 #15,2 weeks,-25.8%,679K
20180720-20180726,24위,Shine(빛나리),펜타곤(PENTAGON),지난주 #23,15 weeks,1.2%,654K
20180720-20180726,25위,Cereal (feat. 지코(ZICO)),크러쉬(Crush),지난주 #22,2 weeks,-4.5%,617K
20180720-20180726,26위,RETRO FUTURE,트리플 H,--,1 week,--,587K
20180720-20180726,27위,넋두리,Nilo,지난주 #24,17 weeks,-5.7%,572K
20180720-20180726,28위,DNA,방탄소년단,지난주 #26,44 weeks,-0.2%,565K
20180720-20180726,29위,Miss Fortune(불행) (feat. 빈첸(VINXEN)),오반,지난주 #30,6 weeks,12.9%,549K
20180720-20180726,30위,Bad Boy,Red Velvet,지난주 #25,27 weeks,-10.9%,532K
20180720-20180726,31위,Starry Night(별이 빛나는 밤),마마무(MAMAMOO),지난주 #21,21 weeks,-22%,516K
20180720-20180726,32위,My Way,이수,지난주 #19,35 weeks,-30.4%,497K
20180720-20180726,33위,Egotistic(너나 해),마마무(MAMAMOO),지난주 #49,2 weeks,45.8%,442K
20180720-20180726,34위,Heart Shaker,TWICE(트와이스),지난주 #31,34 weeks,-6%,430K
20180720-20180726,35위,"Work Out (Jvcki Wai, 키드밀리, No_eL, 양홍원 & 스윙스(Swings))",Jvcki Wai,지난주 #33,4 weeks,-5%,424K
20180720-20180726,36위,가을 안부 (When Autumn Comes),먼데이 키즈(Monday Kiz),지난주 #37,32 weeks,-0.7%,415K
20180720-20180726,37위,Roller Coaster,청하,지난주 #29,28 weeks,-18.8%,412K
20180720-20180726,38위,SEE SEA(바다보러갈래),효린,--,1 week,--,410K
20180720-20180726,39위,그때 헤어지면 돼 (Only then),로이킴,지난주 #36,20 weeks,-4.6%,403K
20180720-20180726,40위,사랑했었다 (Still love you),이홍기,지난주 #42,9 weeks,7.8%,397K
20180720-20180726,41위,Likey,TWICE(트와이스),지난주 #39,39 weeks,-1%,390K
20180720-20180726,42위,You,멜로망스(MeloMance),지난주 #32,19 weeks,-14.9%,382K
20180720-20180726,43위,붕붕 (feat. Sik-K(식케이)),김하온(HAON),지난주 #38,15 weeks,-7.7%,370K
20180720-20180726,44위,Anpanman,방탄소년단,지난주 #27,3 weeks,-33.1%,356K
20180720-20180726,45위,Down,제시(Jessi),지난주 #40,3 weeks,-7.2%,355K
20180720-20180726,46위,피카부 (Peek-A-Boo),Red Velvet,지난주 #41,32 weeks,-6.2%,353K
20180720-20180726,47위,그날처럼 (Good old days),장덕철,지난주 #46,29 weeks,5.5%,349K
20180720-20180726,48위,Lateness(지각),장덕철,지난주 #47,3 weeks,4.3%,342K
20180720-20180726,49위,Havana (feat. 영 서그),Camila Cabello(카밀라 카베요),지난주 #45,39 weeks,2%,341K
20180720-20180726,50위,불타오르네 (FIRE),방탄소년단,--,39 weeks,--,339K
20180720-20180726,51위,Believer,Imagine Dragons(이매진 드래곤스),지난주 #50,11 weeks,10.9%,335K
20180720-20180726,52위,그 날 (The Day),박효신,지난주 #35,3 weeks,-23%,331K
20180720-20180726,53위,Thinking Of (feat. 오반 & Ji Su-min),숀,지난주 #70,2 weeks,61.9%,331K
20180720-20180726,54위,G.C.F in Saipan,방탄소년단,--,1 week,--,322K
20180720-20180726,55위,켜줘 (Light),Wanna One(워너원),지난주 #43,8 weeks,-13.3%,318K
20180720-20180726,56위,폰서트,10cm(십센치),지난주 #53,18 weeks,12%,306K
20180720-20180726,57위,SHAKE IT,씨스타(Sistar),지난주 #69,23 weeks,46.3%,301K
20180720-20180726,58위,Girls Like You (feat. Cardi B(카디 비)),Maroon 5(마룬 파이브),지난주 #34,8 weeks,-34.5%,287K
20180720-20180726,59위,Dance To This (feat. Ariana Grande(아리아나 그란데)),Troye Sivan(트로이 시반),--,1 week,--,275K
20180720-20180726,60위,all of my life,박원,--,37 weeks,--,272K
20180720-20180726,61위,안동역에서(New Ver.),Jin Sung,지난주 #52,2 weeks,-9.7%,263K
20180720-20180726,62위,#Cookie Jar,Red Velvet,지난주 #44,5 weeks,-28.2%,255K
20180720-20180726,63위,홍연,안예은,지난주 #57,7 weeks,3.1%,253K
20180720-20180726,64위,선물 (Gift),멜로망스(MeloMance),--,37 weeks,--,252K
20180720-20180726,65위,비 (Rain),폴킴(Paul Kim),지난주 #59,5 weeks,2%,248K
20180720-20180726,66위,호랑수월가 (feat. 나래),상록수,지난주 #56,13 weeks,-5.3%,243K
20180720-20180726,67위,Thunder,Imagine Dragons(이매진 드래곤스),--,21 weeks,--,243K
20180720-20180726,68위,Just Friends(욕심),멜로망스(MeloMance),지난주 #63,13 weeks,8.1%,237K
20180720-20180726,69위,Hello,허각,지난주 #71,5 weeks,17.5%,236K
20180720-20180726,70위,"열애중 Love, ing",벤,지난주 #55,7 weeks,-9.6%,236K
20180720-20180726,71위,Chandelier,Sia(시아),지난주 #58,11 weeks,-6.6%,228K
20180720-20180726,72위,God is a woman,Ariana Grande(아리아나 그란데),지난주 #48,2 weeks,-26.2%,227K
20180720-20180726,73위,"다시, 우리",길구봉구,지난주 #68,9 weeks,0.6%,209K
20180720-20180726,74위,EVERYDAY,WINNER,지난주 #66,17 weeks,-6.2%,200K
20180720-20180726,75위,FRIENDS (Marshmello(마시멜로) & Anne-Marie),Marshmello(마시멜로),지난주 #80,20 weeks,12.7%,197K
20180720-20180726,76위,Way Back Home,숀,지난주 #77,2 weeks,9.4%,196K
20180720-20180726,77위,Faded,앨런 워커,지난주 #79,16 weeks,10.3%,195K
20180720-20180726,78위,"IndiGO (저스디스, 키드밀리 & No_eL)",저스디스,지난주 #65,5 weeks,-10.3%,192K
20180720-20180726,79위,캥거루 (Kangaroo),Wanna One(워너원),지난주 #72,8 weeks,-6.8%,185K
20180720-20180726,80위,Rolling in the Deep,Adele,지난주 #67,20 weeks,-13%,184K
20180720-20180726,81위,WHERE R U FROM (feat.MINO),승리,--,1 week,--,178K
20180720-20180726,82위,Stay (Zedd(제드) & Alessia Cara(알레시아 카라)),Zedd(제드),지난주 #89,7 weeks,18.5%,174K
20180720-20180726,83위,party (SHUT DOWN),Sik-K(식케이),--,1 week,--,173K
20180720-20180726,84위,Ocean (feat. Khalid(칼리드)),Martin Garrix(마틴 개릭스),지난주 #93,4 weeks,20.7%,171K
20180720-20180726,85위,Wag-zak,러블리즈(LOVELYZ),지난주 #54,4 weeks,-37.8%,169K
20180720-20180726,86위,New Rules,두아 리파,--,24 weeks,--,168K
20180720-20180726,87위,This Is Me (The Greatest Showman Ensemble & 케알라 세틀(Keala Settle)),The Greatest Showman Ensemble,지난주 #88,17 weeks,10.2%,168K
20180720-20180726,88위,바코드  (Bar Code) (김하온(HAON) & 빈첸(VINXEN)),김하온(HAON),지난주 #86,17 weeks,6.4%,166K
20180720-20180726,89위,BOOMERANG (부메랑),Wanna One(워너원),지난주 #78,19 weeks,-7.3%,166K
20180720-20180726,90위,One Call Away,Charlie Puth,지난주 #76,11 weeks,-8.1%,165K
20180720-20180726,91위,Introduccion B (El Cosita Mix),El Chombo,지난주 #75,4 weeks,-9.1%,163K
20180720-20180726,92위,바나나 알러지 원숭이,오마이걸 반하나,--,12 weeks,--,162K
20180720-20180726,93위,24시간이 모자라,선미 (SUNMI),--,2 weeks,--,161K
20180720-20180726,94위,Only we know…(우리 둘만 아는),윤건,지난주 #73,11 weeks,-13.4%,161K
20180720-20180726,95위,네 멋대로 (Get It),PRISTIN(프리스틴),지난주 #74,9 weeks,-14%,155K
20180720-20180726,96위,죽을 만큼 아파서 (Feat. 멜로우),MC 몽,지난주 #83,4 weeks,-7.3%,154K
